profile_id,year,id,wtssps,age,sex,racecen1,hispanic,degree,income16,hompop,class,region,srcbelt,partyid,polviews,relig,reborn,reliten,consci
p05045,2024,582,0.6383322208376421,24,male,white,not hispanic,high school,"$90,000 to $109,999",NA,working class,northeast,NA,"independent, close to democrat",slightly liberal,none,no,NA,NA
p05046,2022,2592,0.5491410028274325,74,female,white,not hispanic,high school,"$110,000 to $129,999",NA,working class,south,"other rural (counties having no towns of 10,000 or more)",strong democrat,slightly liberal,protestant,yes,NA,NA
p05047,2022,2591,1.5447165130657252,74,female,white,not hispanic,graduate,"$90,000 to $109,999",NA,middle class,south,central city of the remainder of the 100 largest smsas,"independent, close to democrat",slightly liberal,protestant,no,not very strong,a great deal
p05048,2022,772,0.26673623288242193,62,female,white,not hispanic,bachelor's,"$40,000 to $49,999",1,middle class,south,central city of 12 largest smsas,strong republican,conservative,protestant,no,NA,NA
p05049,2024,68,0.2995127617466473,70,male,white,not hispanic,graduate,"$75,000 to $89,999",1,middle class,northeast,NA,not very strong democrat,slightly liberal,jewish,yes,NA,a great deal
p05050,2018,1592,0.6292229805952771,81,female,white,not hispanic,high school,"$17,500 to $19,999",2,lower class,south,suburbs of the remaining 100 largest smsas,not very strong democrat,slightly liberal,none,no,no religion,a great deal
p05051,2021,2391,0.7119677794986806,38,male,white,not hispanic,bachelor's,"$60,000 to $74,999",3,working class,west,central city of 12 largest smsas,strong democrat,liberal,none,NA,NA,NA
p05052,2024,1387,2.755762867271388,73,male,white,not hispanic,high school,"$170,000 or over",2,middle class,south,NA,strong democrat,liberal,none,no,no religion,a great deal
p05053,2024,2432,0.1997895649302613,80,female,white,not hispanic,less than high school,"$12,500 to $14,999",NA,lower class,south,NA,"independent, close to democrat",conservative,christian,yes,NA,a great deal
p05054,2021,369,0.9353411669968059,30,female,white,not hispanic,bachelor's,"$40,000 to $49,999",3,working class,west,"other urban (counties having towns of 10,000 or more)","independent (neither, no response)","moderate, middle of the road",none,NA,NA,NA
p05055,2021,4406,0.5716129983920858,24,male,white,not hispanic,bachelor's,"$15,000 to $17,499",1,middle class,south,central city of 12 largest smsas,not very strong democrat,"moderate, middle of the road",none,no,NA,a great deal
p05056,2018,2013,0.6279811124351012,25,male,white,not hispanic,bachelor's,"$17,500 to $19,999",2,working class,west,"other urban (counties having towns of 10,000 or more)",strong democrat,liberal,none,no,no religion,a great deal
p05057,2024,3046,0.8262564021172017,77,female,white,not hispanic,high school,"$22,500 to $24,999",1,lower class,south,NA,not very strong democrat,liberal,other,yes,strong,NA
p05058,2021,1828,0.6896052988995166,46,male,white,not hispanic,high school,"$50,000 to $59,999",1,working class,midwest,"other urban (counties having towns of 10,000 or more)",not very strong democrat,"moderate, middle of the road",christian,no,NA,only some
p05059,2024,1705,0.4402616206132039,54,female,white,not hispanic,graduate,"$170,000 or over",2,middle class,south,NA,"independent, close to democrat","moderate, middle of the road",none,no,NA,only some
p05060,2024,401,0.818623357414428,26,male,asian,not hispanic,bachelor's,"$150,000 to $169,999",2,upper class,midwest,NA,strong democrat,extremely liberal,hinduism,no,NA,a great deal
p05061,2018,724,0.4612825821193104,24,male,black or african american,not hispanic,bachelor's,"$130,000 to $149,999",2,working class,midwest,central city of the remainder of the 100 largest smsas,other party,extremely liberal,protestant,yes,strong,a great deal
p05062,2024,2729,0.5352548705684205,66,female,white,not hispanic,bachelor's,"$75,000 to $89,999",2,middle class,midwest,NA,strong republican,conservative,protestant,no,NA,only some
p05063,2022,3511,0.6005597451997717,67,male,white,not hispanic,high school,"$75,000 to $89,999",NA,working class,south,"other rural (counties having no towns of 10,000 or more)",strong republican,conservative,protestant,yes,NA,NA
p05064,2018,911,0.905790728406125,26,female,black or african american,not hispanic,high school,"$25,000 to $29,999",2,lower class,midwest,central city of the remainder of the 100 largest smsas,"independent, close to democrat",extremely conservative,protestant,yes,somewhat strong (vol.),a great deal
p05065,2024,502,0.3473640321235695,74,male,white,not hispanic,bachelor's,"$40,000 to $49,999",1,working class,south,NA,strong democrat,slightly liberal,orthodox-christian,no,somewhat strong (vol.),a great deal
p05066,2024,1671,1.6729632076305345,57,male,black or african american,not hispanic,bachelor's,"$25,000 to $29,999",5,lower class,west,NA,not very strong democrat,slightly liberal,protestant,yes,NA,a great deal
p05067,2021,3885,0.33840475993177743,69,male,white,not hispanic,bachelor's,"$20,000 to $22,499",1,middle class,south,suburbs of 12 largest smsas,"independent (neither, no response)","moderate, middle of the road",none,no,NA,only some
p05068,2022,91,0.7728561493617515,36,female,white,not hispanic,bachelor's,"$170,000 or over",3,middle class,northeast,suburbs of 12 largest smsas,"independent, close to democrat",liberal,none,no,no religion,NA
p05069,2021,2053,0.8736019063501155,26,male,hispanic,"mexican, mexican american, chicano/a",high school,"$15,000 to $17,499",1,working class,midwest,central city of the remainder of the 100 largest smsas,"independent (neither, no response)",slightly liberal,catholic,no,NA,only some
p05070,2024,2244,0.8770557538569297,79,male,white,not hispanic,high school,"$50,000 to $59,999",3,middle class,midwest,NA,strong democrat,"moderate, middle of the road",other,yes,somewhat strong (vol.),only some
p05071,2022,330,0.7756145081274968,33,male,asian,not hispanic,associate/junior college,"$60,000 to $74,999",2,working class,west,suburbs of 12 largest smsas,not very strong democrat,liberal,catholic,no,NA,hardly any
p05072,2024,2185,0.33466859002583055,71,female,white,not hispanic,associate/junior college,"$40,000 to $49,999",NA,working class,south,NA,strong republican,extremely conservative,protestant,no,not very strong,hardly any
p05073,2021,1315,0.6832734346718613,36,female,black or african american,not hispanic,associate/junior college,"$50,000 to $59,999",1,middle class,south,"other urban (counties having towns of 10,000 or more)","independent, close to democrat",liberal,protestant,NA,NA,NA
p05074,2021,1753,1.115829363592182,33,female,white,not hispanic,high school,"$8,000 to $9,999",5,working class,midwest,suburbs of 12 largest smsas,"independent (neither, no response)",extremely conservative,none,no,NA,a great deal
p05075,2021,924,1.3124958954561887,60,female,white,not hispanic,less than high school,"$5,000 to $5,999",2,working class,northeast,"other urban (counties having towns of 10,000 or more)","independent (neither, no response)","moderate, middle of the road",catholic,no,NA,only some
p05076,2022,2360,0.9246369384090101,54,female,black or african american,"another hispanic, latino, or spanish origin",associate/junior college,"$60,000 to $74,999",NA,working class,south,"other urban (counties having towns of 10,000 or more)",not very strong democrat,"moderate, middle of the road",none,no,no religion,a great deal
p05077,2024,1512,0.2935564272366538,65,female,white,not hispanic,less than high school,"$60,000 to $74,999",NA,middle class,northeast,NA,not very strong democrat,slightly liberal,catholic,yes,NA,a great deal
p05078,2021,1332,1.103653339424796,77,male,asian,not hispanic,graduate,"$170,000 or over",2,upper class,south,"other urban (counties having towns of 10,000 or more)",not very strong democrat,slightly liberal,inter-nondenominational,NA,NA,NA
p05079,2021,1568,0.541938561643199,36,female,white,not hispanic,high school,"$22,500 to $24,999",4,working class,south,"other rural (counties having no towns of 10,000 or more)","independent (neither, no response)","moderate, middle of the road",protestant,NA,NA,NA
p05080,2024,2827,1.089452653137935,44,male,asian,"another hispanic, latino, or spanish origin",high school,"$15,000 to $17,499",NA,lower class,south,NA,"independent (neither, no response)","moderate, middle of the road",catholic,no,not very strong,only some
p05081,2022,215,1.5641665946848147,36,male,black or african american,not hispanic,less than high school,"$22,500 to $24,999",NA,lower class,west,central city of 12 largest smsas,strong democrat,extremely liberal,protestant,yes,somewhat strong (vol.),only some
p05082,2022,1473,0.5965588195950623,33,male,white,not hispanic,high school,"$50,000 to $59,999",NA,lower class,midwest,suburbs of the remaining 100 largest smsas,not very strong republican,slightly conservative,none,no,no religion,NA
p05083,2021,1513,1.0717096622183846,46,female,black or african american,not hispanic,high school,"$25,000 to $29,999",2,working class,south,"other urban (counties having towns of 10,000 or more)",strong democrat,liberal,protestant,NA,NA,NA
p05084,2021,3052,0.6004799310944405,43,female,white,not hispanic,graduate,"$35,000 to $39,999",2,middle class,northeast,"other rural (counties having no towns of 10,000 or more)","independent, close to democrat",liberal,none,no,NA,only some
p05085,2021,2680,0.8505737499042638,68,female,white,not hispanic,high school,"$50,000 to $59,999",2,working class,midwest,"other urban (counties having towns of 10,000 or more)","independent (neither, no response)","moderate, middle of the road",protestant,no,NA,only some
p05086,2024,2566,0.5805699699769103,57,male,white,not hispanic,high school,"$60,000 to $74,999",NA,working class,midwest,NA,strong democrat,liberal,none,no,NA,only some
p05087,2021,1846,0.4713354928283275,55,female,white,not hispanic,high school,"$10,000 to $12,499",NA,working class,midwest,central city of the remainder of the 100 largest smsas,"independent, close to republican","moderate, middle of the road",catholic,NA,NA,NA
p05088,2018,37,0.6675319291623772,71,female,white,not hispanic,graduate,"$90,000 to $109,999",1,middle class,northeast,suburbs of 12 largest smsas,strong democrat,"moderate, middle of the road",jewish,no,strong,NA
p05089,2024,2030,0.4367873190291985,69,female,white,not hispanic,high school,"$12,500 to $14,999",2,middle class,south,NA,"independent (neither, no response)","moderate, middle of the road",protestant,yes,strong,NA
p05090,2021,345,0.9200340381278403,44,female,asian,not hispanic,graduate,"$90,000 to $109,999",4,middle class,midwest,suburbs of the remaining 100 largest smsas,not very strong democrat,liberal,none,no,NA,a great deal
p05091,2024,1334,0.3402172232026927,37,female,white,not hispanic,graduate,"$130,000 to $149,999",1,middle class,west,NA,not very strong democrat,slightly liberal,none,no,NA,NA
p05092,2022,23,0.46139401899033117,65,male,white,not hispanic,bachelor's,"$35,000 to $39,999",NA,working class,northeast,NA,strong republican,conservative,catholic,no,NA,NA
p05093,2024,699,0.2874162163539774,72,female,black or african american,not hispanic,high school,"$40,000 to $49,999",NA,working class,south,NA,"independent (neither, no response)","moderate, middle of the road",christian,yes,NA,only some
p05094,2024,96,0.3930178664491283,26,male,black or african american,not hispanic,high school,"$30,000 to $34,999",NA,lower class,northeast,NA,"independent (neither, no response)","moderate, middle of the road",protestant,no,not very strong,NA
p05095,2021,419,0.7467403904358598,28,female,white,not hispanic,graduate,"$90,000 to $109,999",2,middle class,midwest,central city of the remainder of the 100 largest smsas,strong democrat,liberal,none,no,NA,a great deal
p05096,2024,1634,0.5142506527389566,65,female,white,not hispanic,high school,"$60,000 to $74,999",2,middle class,midwest,NA,"independent (neither, no response)",conservative,none,no,NA,NA
p05097,2024,1496,0.7640405885390472,48,male,white,not hispanic,graduate,"$170,000 or over",NA,middle class,west,NA,not very strong republican,slightly conservative,protestant,yes,strong,NA
p05098,2024,1383,2.179552692949818,75,female,white,not hispanic,high school,"$90,000 to $109,999",2,middle class,south,NA,strong republican,extremely conservative,protestant,no,not very strong,NA
p05099,2024,1143,0.8393958248395321,30,male,white,not hispanic,high school,"$30,000 to $34,999",4,lower class,west,NA,not very strong republican,conservative,none,no,NA,only some
p05100,2021,588,0.9239482049623445,43,female,black or african american,not hispanic,graduate,"under $1,000",3,working class,south,"other urban (counties having towns of 10,000 or more)",strong democrat,slightly conservative,protestant,yes,NA,a great deal
p05101,2018,988,0.6594802554747008,37,female,white,not hispanic,bachelor's,"$170,000 or over",2,middle class,south,central city of the remainder of the 100 largest smsas,not very strong republican,"moderate, middle of the road",jewish,no,not very strong,only some
p05102,2021,4148,0.6359386374064877,37,male,white,not hispanic,bachelor's,"$110,000 to $129,999",2,middle class,midwest,suburbs of 12 largest smsas,strong democrat,extremely liberal,none,NA,NA,NA
p05103,2022,3450,0.310480365336774,51,male,white,not hispanic,high school,"$30,000 to $34,999",NA,working class,south,"other rural (counties having no towns of 10,000 or more)",strong republican,liberal,protestant,yes,strong,hardly any
p05104,2022,840,0.6659836419788087,60,male,white,not hispanic,bachelor's,"$170,000 or over",NA,middle class,south,"other urban (counties having towns of 10,000 or more)",strong republican,conservative,protestant,no,NA,only some
p05105,2021,3621,0.24730294767164002,66,female,white,not hispanic,graduate,"$60,000 to $74,999",1,middle class,midwest,"other urban (counties having towns of 10,000 or more)",strong democrat,liberal,none,no,NA,a great deal
p05106,2018,813,0.4742011971853759,52,female,black or african american,not hispanic,bachelor's,"$60,000 to $74,999",2,lower class,west,central city of 12 largest smsas,"independent, close to democrat","moderate, middle of the road",protestant,yes,strong,only some
p05107,2024,2776,0.36083143372354587,56,male,black or african american,not hispanic,high school,"$75,000 to $89,999",NA,middle class,south,NA,strong democrat,"moderate, middle of the road",christian,NA,strong,only some
p05108,2022,182,1.0260829605386015,53,female,black or african american,not hispanic,graduate,"$110,000 to $129,999",7,working class,northeast,central city of 12 largest smsas,strong democrat,slightly liberal,protestant,yes,NA,NA
p05109,2021,1247,0.5840163186430879,62,female,black or african american,not hispanic,high school,"$20,000 to $22,499",1,lower class,south,central city of the remainder of the 100 largest smsas,strong democrat,"moderate, middle of the road",protestant,yes,NA,a great deal
p05110,2018,1022,0.5590843268356107,35,female,white,not hispanic,high school,"$40,000 to $49,999",2,working class,northeast,suburbs of the remaining 100 largest smsas,not very strong democrat,"moderate, middle of the road",catholic,no,not very strong,only some
p05111,2022,2823,0.2247184937089548,79,female,white,not hispanic,bachelor's,"$50,000 to $59,999",1,middle class,midwest,"other urban (counties having towns of 10,000 or more)",strong democrat,liberal,catholic,yes,strong,a great deal
p05112,2018,1243,0.41711392358866933,27,female,white,not hispanic,bachelor's,"$30,000 to $34,999",1,working class,south,central city of the remainder of the 100 largest smsas,not very strong republican,slightly liberal,none,yes,no religion,only some
p05113,2024,843,0.8396871836797317,22,female,white,"mexican, mexican american, chicano/a",associate/junior college,"$20,000 to $22,499",NA,working class,south,NA,strong democrat,liberal,catholic,no,NA,hardly any
p05114,2021,3332,0.6143245915984062,86,male,white,not hispanic,bachelor's,"$30,000 to $34,999",2,middle class,west,central city of the remainder of the 100 largest smsas,"independent, close to democrat",liberal,none,no,NA,a great deal
p05115,2024,1616,1.9817284424615051,79,male,white,not hispanic,bachelor's,"$170,000 or over",2,upper class,midwest,NA,"independent, close to democrat","moderate, middle of the road",none,no,no religion,a great deal
p05116,2024,2226,0.7429614939381135,38,female,hispanic,puerto rican,less than high school,"$10,000 to $12,499",2,working class,midwest,NA,"independent (neither, no response)","moderate, middle of the road",catholic,yes,NA,only some
p05117,2024,2284,3.1125842898495653,63,female,white,not hispanic,associate/junior college,"$75,000 to $89,999",2,working class,northeast,NA,"independent (neither, no response)","moderate, middle of the road",protestant,yes,strong,NA
p05118,2024,2913,1.47579368030477,44,female,white,not hispanic,bachelor's,"$90,000 to $109,999",NA,working class,west,NA,not very strong democrat,extremely liberal,none,no,no religion,NA
p05119,2024,890,0.9868392139515663,36,female,black or african american,not hispanic,high school,"$40,000 to $49,999",3,working class,south,NA,not very strong republican,"moderate, middle of the road",protestant,yes,strong,only some
p05120,2021,2153,0.5693863053569596,46,female,white,not hispanic,bachelor's,"$130,000 to $149,999",5,middle class,south,central city of 12 largest smsas,strong democrat,liberal,protestant,yes,NA,a great deal
p05121,2022,2682,1.074403713577618,31,male,white,not hispanic,high school,"$10,000 to $12,499",1,lower class,midwest,"other urban (counties having towns of 10,000 or more)","independent (neither, no response)",extremely liberal,none,no,no religion,a great deal
p05122,2018,24,1.29824678582867,37,male,white,not hispanic,high school,"$60,000 to $74,999",2,working class,northeast,suburbs of 12 largest smsas,strong democrat,extremely liberal,buddhism,no,not very strong,NA
p05123,2021,153,1.1236254408362771,67,male,white,not hispanic,associate/junior college,"$90,000 to $109,999",2,middle class,northeast,"other urban (counties having towns of 10,000 or more)","independent (neither, no response)","moderate, middle of the road",catholic,no,NA,a great deal
p05124,2024,3038,1.5450674739129826,21,male,hispanic,"mexican, mexican american, chicano/a",high school,"$40,000 to $49,999",NA,working class,south,NA,"independent, close to democrat","moderate, middle of the road",orthodox-christian,yes,NA,a great deal
p05125,2024,747,0.9596051218609485,45,female,white,not hispanic,high school,"$60,000 to $74,999",NA,middle class,south,NA,strong republican,conservative,protestant,yes,NA,NA
p05126,2021,1178,1.3174754064287044,86,male,white,not hispanic,high school,"$25,000 to $29,999",2,working class,south,suburbs of the remaining 100 largest smsas,strong republican,extremely conservative,protestant,yes,NA,hardly any
p05127,2018,1037,0.7190676252677268,86,female,white,not hispanic,high school,"$25,000 to $29,999",1,working class,northeast,"other urban (counties having towns of 10,000 or more)",not very strong democrat,"moderate, middle of the road",muslim/islam,no,strong,only some
p05128,2021,1142,0.7631297764529702,64,male,white,not hispanic,high school,"$15,000 to $17,499",1,middle class,northeast,suburbs of 12 largest smsas,strong democrat,extremely liberal,none,no,NA,a great deal
p05129,2021,2408,1.9483774780275311,40,male,asian,not hispanic,bachelor's,"$75,000 to $89,999",4,middle class,west,central city of 12 largest smsas,"independent (neither, no response)","moderate, middle of the road",protestant,yes,NA,only some
p05130,2021,2363,0.697557650320007,76,male,american indian or alaska native,not hispanic,high school,"$75,000 to $89,999",2,working class,west,"other rural (counties having no towns of 10,000 or more)","independent, close to democrat",liberal,native american,no,NA,only some
p05131,2018,300,0.2919757694340347,44,female,black or african american,not hispanic,bachelor's,"$75,000 to $89,999",1,working class,south,suburbs of the remaining 100 largest smsas,"independent (neither, no response)","moderate, middle of the road",protestant,yes,strong,only some
p05132,2024,1190,0.6273992684378573,39,male,white,not hispanic,bachelor's,"$170,000 or over",2,middle class,midwest,NA,not very strong democrat,slightly liberal,catholic,no,not very strong,NA
p05133,2018,699,0.8231345848616702,40,female,white,cuban,bachelor's,"$90,000 to $109,999",4,working class,south,central city of 12 largest smsas,"independent (neither, no response)","moderate, middle of the road",protestant,yes,strong,only some
p05134,2022,37,2.0413338954411464,84,male,white,not hispanic,associate/junior college,"$50,000 to $59,999",1,middle class,northeast,NA,other party,extremely conservative,catholic,yes,strong,a great deal
p05135,2021,612,1.0681416034446445,74,male,white,not hispanic,high school,"$50,000 to $59,999",2,middle class,midwest,"other rural (counties having no towns of 10,000 or more)",strong democrat,"moderate, middle of the road",protestant,yes,NA,a great deal
p05136,2018,1572,0.5825600940457629,21,male,black or african american,not hispanic,high school,"$50,000 to $59,999",3,working class,south,"other urban (counties having towns of 10,000 or more)",strong democrat,"moderate, middle of the road",protestant,yes,strong,a great deal
p05137,2018,1143,1.0133333163489624,33,male,white,not hispanic,high school,"$20,000 to $22,499",1,working class,west,central city of the remainder of the 100 largest smsas,"independent (neither, no response)",extremely liberal,none,no,no religion,NA
p05138,2024,2910,1.9522874773146601,80,male,white,not hispanic,bachelor's,"$60,000 to $74,999",NA,middle class,west,NA,strong democrat,"moderate, middle of the road",catholic,no,NA,a great deal
p05139,2021,2918,3.746846062175362,20,male,white,not hispanic,high school,"$60,000 to $74,999",4,middle class,west,suburbs of the remaining 100 largest smsas,strong democrat,liberal,none,no,NA,a great deal
p05140,2024,1217,0.24810729931063705,35,female,white,not hispanic,bachelor's,"$90,000 to $109,999",1,middle class,midwest,NA,not very strong democrat,liberal,none,no,NA,a great deal
p05141,2024,3092,0.666673077654032,70,male,white,not hispanic,high school,"$40,000 to $49,999",2,working class,midwest,NA,not very strong republican,"moderate, middle of the road",protestant,yes,NA,only some
p05142,2022,2669,0.17453380727508713,20,female,some other race,not hispanic,high school,"$170,000 or over",1,middle class,midwest,central city of the remainder of the 100 largest smsas,not very strong democrat,"moderate, middle of the road",orthodox-christian,no,not very strong,NA
p05143,2018,2250,0.37846925768085526,56,female,white,not hispanic,associate/junior college,"$40,000 to $49,999",1,working class,midwest,"other rural (counties having no towns of 10,000 or more)",strong democrat,slightly conservative,protestant,no,strong,NA
p05144,2018,2160,0.5513305809659333,39,female,white,not hispanic,high school,"$40,000 to $49,999",1,working class,midwest,"other urban (counties having towns of 10,000 or more)",not very strong republican,slightly conservative,protestant,no,not very strong,a great deal
p05145,2021,29,1.364184517487751,53,male,white,not hispanic,high school,"$60,000 to $74,999",3,working class,northeast,suburbs of 12 largest smsas,"independent, close to democrat","moderate, middle of the road",jewish,no,NA,only some
p05146,2022,68,0.37688258074764935,47,female,white,"another hispanic, latino, or spanish origin",high school,"$1,000 to $2,999",1,middle class,northeast,suburbs of 12 largest smsas,"independent, close to democrat",extremely liberal,catholic,yes,strong,NA
p05147,2022,1680,0.310480365336774,57,male,white,not hispanic,high school,"$15,000 to $17,499",NA,working class,south,central city of the remainder of the 100 largest smsas,"independent, close to republican","moderate, middle of the road",catholic,yes,NA,hardly any
p05148,2022,1930,0.6290324682071369,44,male,white,not hispanic,high school,"$90,000 to $109,999",NA,middle class,south,suburbs of the remaining 100 largest smsas,"independent (neither, no response)",slightly conservative,protestant,yes,somewhat strong (vol.),only some
p05149,2024,2273,0.5599560793875824,48,female,white,not hispanic,graduate,"$75,000 to $89,999",5,middle class,northeast,NA,not very strong democrat,slightly conservative,catholic,no,NA,only some
p05150,2021,3602,1.1169421163102409,52,male,white,not hispanic,less than high school,"$15,000 to $17,499",1,working class,northeast,"other urban (counties having towns of 10,000 or more)","independent (neither, no response)","moderate, middle of the road",none,NA,NA,NA
p05151,2022,2109,2.4925372779086,24,female,white,not hispanic,bachelor's,"$60,000 to $74,999",2,middle class,south,"other rural (counties having no towns of 10,000 or more)","independent (neither, no response)","moderate, middle of the road",protestant,yes,NA,only some
p05152,2021,892,0.4606696790595123,55,female,white,not hispanic,bachelor's,"$170,000 or over",2,upper class,northeast,"other urban (counties having towns of 10,000 or more)",strong republican,conservative,protestant,NA,NA,NA
p05153,2022,1621,0.4040095107055291,65,male,black or african american,not hispanic,high school,"$12,500 to $14,999",NA,working class,northeast,suburbs of the remaining 100 largest smsas,"independent (neither, no response)","moderate, middle of the road",protestant,no,NA,NA
p05154,2024,611,1.1578997879189319,31,male,white,not hispanic,high school,"$90,000 to $109,999",2,middle class,northeast,NA,strong democrat,liberal,none,no,NA,only some
p05155,2022,2600,0.22956672004256928,36,female,white,not hispanic,high school,"$50,000 to $59,999",4,working class,south,NA,not very strong republican,conservative,christian,yes,NA,hardly any
p05156,2021,865,1.1775713692988663,69,male,white,not hispanic,high school,"$75,000 to $89,999",2,middle class,south,"other rural (counties having no towns of 10,000 or more)",not very strong republican,extremely conservative,protestant,yes,NA,only some
p05157,2024,3154,1.2841218926323517,66,male,white,not hispanic,high school,"$25,000 to $29,999",NA,working class,midwest,NA,"independent, close to democrat",slightly conservative,none,yes,no religion,NA
p05158,2018,395,0.358972300541394,34,male,white,not hispanic,less than high school,"$150,000 to $169,999",1,middle class,northeast,central city of 12 largest smsas,not very strong democrat,liberal,other,no,somewhat strong (vol.),NA
p05159,2024,2585,1.426822777283135,29,female,white,not hispanic,less than high school,"$75,000 to $89,999",8,working class,midwest,NA,"independent (neither, no response)","moderate, middle of the road",none,no,NA,NA
p05160,2024,1493,1.939081951017331,36,female,white,not hispanic,high school,"$75,000 to $89,999",4,middle class,west,NA,not very strong republican,slightly conservative,protestant,yes,NA,NA
p05161,2024,2903,0.7470616445215105,35,female,white,"mexican, mexican american, chicano/a",high school,"$22,500 to $24,999",NA,middle class,west,NA,strong republican,slightly conservative,catholic,yes,not very strong,NA
p05162,2021,932,0.9052588946011768,73,female,white,not hispanic,high school,"$40,000 to $49,999",2,middle class,northeast,"other urban (counties having towns of 10,000 or more)",strong republican,conservative,catholic,NA,NA,NA
p05163,2024,3263,0.6640047583597469,48,male,white,not hispanic,graduate,"$90,000 to $109,999",NA,middle class,south,NA,"independent (neither, no response)","moderate, middle of the road",protestant,yes,NA,NA
p05164,2021,2233,1.0134262163568257,26,male,white,"another hispanic, latino, or spanish origin",bachelor's,"$130,000 to $149,999",2,middle class,south,"other urban (counties having towns of 10,000 or more)",strong republican,extremely conservative,catholic,NA,NA,NA
p05165,2024,1172,0.9165264666745991,71,female,white,not hispanic,bachelor's,"$60,000 to $74,999",3,middle class,south,NA,not very strong republican,conservative,protestant,yes,strong,NA
p05166,2022,210,1.8183065503940004,60,male,white,not hispanic,high school,"$150,000 to $169,999",NA,middle class,west,central city of 12 largest smsas,"independent (neither, no response)",slightly conservative,catholic,no,NA,a great deal
p05167,2018,741,0.6471414108591179,28,female,white,not hispanic,high school,"$40,000 to $49,999",2,working class,midwest,central city of the remainder of the 100 largest smsas,"independent, close to democrat","moderate, middle of the road",none,no,no religion,a great deal
p05168,2021,3737,0.47046118838176304,70,female,white,"another hispanic, latino, or spanish origin",high school,"$15,000 to $17,499",1,middle class,south,central city of the remainder of the 100 largest smsas,"independent (neither, no response)","moderate, middle of the road",protestant,no,NA,only some
p05169,2018,1541,0.675089138816704,43,female,black or african american,not hispanic,graduate,"$150,000 to $169,999",3,working class,south,"other urban (counties having towns of 10,000 or more)",strong democrat,"moderate, middle of the road",catholic,no,not very strong,a great deal
p05170,2024,918,2.0511549227252774,33,female,white,not hispanic,bachelor's,"$50,000 to $59,999",3,working class,south,NA,"independent, close to democrat",slightly liberal,other,no,strong,a great deal
p05171,2022,1804,0.5741376092525707,70,female,white,not hispanic,high school,"$40,000 to $49,999",2,middle class,midwest,central city of the remainder of the 100 largest smsas,not very strong republican,"moderate, middle of the road",protestant,yes,not very strong,only some
p05172,2021,3092,0.8044793486504348,53,female,black or african american,not hispanic,bachelor's,"$75,000 to $89,999",4,middle class,south,suburbs of the remaining 100 largest smsas,"independent, close to democrat",conservative,protestant,yes,NA,a great deal
p05173,2021,3100,0.6560475134947125,34,female,white,"another hispanic, latino, or spanish origin",bachelor's,"$40,000 to $49,999",5,working class,south,central city of 12 largest smsas,"independent (neither, no response)","moderate, middle of the road",catholic,NA,NA,NA
p05174,2018,298,0.6969559872721006,39,male,black or african american,not hispanic,graduate,"$170,000 or over",2,upper class,south,suburbs of the remaining 100 largest smsas,strong democrat,slightly liberal,protestant,yes,strong,NA
p05175,2021,2215,0.7479286933304045,42,female,white,"mexican, mexican american, chicano/a",graduate,"$170,000 or over",6,middle class,south,"other urban (counties having towns of 10,000 or more)","independent (neither, no response)",slightly liberal,catholic,NA,NA,NA
p05176,2024,2081,0.5337584272363118,74,male,white,not hispanic,bachelor's,"$90,000 to $109,999",2,upper class,midwest,NA,strong republican,extremely conservative,protestant,yes,NA,NA
p05177,2018,1258,0.49336724661023695,64,male,white,puerto rican,high school,"$40,000 to $49,999",1,working class,northeast,suburbs of the remaining 100 largest smsas,not very strong democrat,"moderate, middle of the road",protestant,yes,not very strong,NA
p05178,2024,610,1.2564177225833275,78,female,white,not hispanic,less than high school,"$50,000 to $59,999",4,middle class,northeast,NA,"independent (neither, no response)",slightly liberal,catholic,no,strong,NA
p05179,2021,4147,0.94872091476684,71,female,white,not hispanic,high school,"$35,000 to $39,999",2,middle class,south,"other rural (counties having no towns of 10,000 or more)","independent (neither, no response)","moderate, middle of the road",protestant,NA,NA,NA
p05180,2024,3045,0.3585328861428868,59,female,american indian or alaska native,not hispanic,less than high school,"$15,000 to $17,499",NA,lower class,south,NA,"independent, close to democrat",liberal,buddhism,no,somewhat strong (vol.),NA
p05181,2018,1836,0.5049939324548808,23,female,black or african american,not hispanic,high school,"$20,000 to $22,499",2,working class,south,"other urban (counties having towns of 10,000 or more)","independent, close to republican","moderate, middle of the road",catholic,no,not very strong,only some
p05182,2021,3765,0.9122044708825938,51,male,white,not hispanic,bachelor's,"$170,000 or over",4,upper class,midwest,suburbs of the remaining 100 largest smsas,"independent, close to republican","moderate, middle of the road",catholic,NA,NA,NA
p05183,2022,1209,0.3453997702560443,37,male,white,not hispanic,high school,"$40,000 to $49,999",1,middle class,west,suburbs of the remaining 100 largest smsas,other party,extremely conservative,none,no,no religion,NA
p05184,2024,135,0.9337837751326519,38,female,hispanic,"mexican, mexican american, chicano/a",high school,"$20,000 to $22,499",6,middle class,northeast,NA,"independent, close to republican",slightly liberal,protestant,yes,strong,a great deal
p05185,2024,304,0.4052092876501867,54,female,white,not hispanic,graduate,"$170,000 or over",2,middle class,west,NA,strong democrat,liberal,other,no,not very strong,NA
p05186,2018,1028,0.751403622961008,86,male,white,not hispanic,bachelor's,"$60,000 to $74,999",1,upper class,northeast,"other urban (counties having towns of 10,000 or more)","independent, close to democrat",slightly liberal,catholic,no,not very strong,a great deal
